,2,2023-03-20,179,HEI,Himalayan Everest Insurance Limited,420.0000,420.0000.1,415.0000,Unnamed: 8,1500,627350.0000,412.3000,703.0000,345.0000,2023-03-20T11:35:07.280750,417.0000,6,418.23,Unnamed: 18
0,3,2023-03-20,358,LBBL,Lumbini Bikas Bank Ltd.,335.0,335.0,332.0,,792,264120.0,329.1,503.0,290.1,2023-03-20T11:34:51.154844,332.0,4,333.48,
1,4,2023-03-20,559,NLG,NLG Insurance Company Ltd.,649.1,684.0,649.0,,1397,926223.0,660.1,928.0,423.0,2023-03-20T11:32:23.987254,675.0,10,663.0,
2,5,2023-03-20,634,RBCLPO,Rastriya Beema Company Limited Promoter Share,11214.0,11214.0,11214.0,,10,112140.0,11442.3,18588.0,9663.0,2023-03-20T11:12:08.313599,11214.0,1,11214.0,
3,6,2023-03-20,2742,HIDCL,Hydorelectricity Investment and Development Company Ltd,196.0,199.0,195.0,,5817,1153699.1,196.0,308.0,159.8,2023-03-20T11:35:09.372723,197.2,31,198.33,
4,7,2023-03-20,2751,KKHC,Khanikhola Hydropower Co. Ltd.,249.9,251.0,249.9,,897,224570.3,247.0,318.0,163.8,2023-03-20T11:32:38.335983,250.9,4,250.35,
